"DTXSID","name","product_name","general_category","product_type","minimum_weight_fraction","maximum_weight_fraction","reported_functional_use","harmonized_medium","reported_species","description","detected"
"DTXSID2021995","usgs_groundwater","deep woods off! for sportsmen insect repellent iv (aerosol)","Pesticides","insect repellent - skin",NA,NA,"active ingredient","groundwater",NA,"products for repelling insects from skin",88
"DTXSID2021995","usgs_groundwater","deep woods off! for sportsmen insect repellent iv (aerosol)","Pesticides","insect repellent - skin",NA,NA,"active ingredient","landfill leachate",NA,"products for repelling insects from skin",19
"DTXSID2021995","usgs_groundwater","deep woods off! for sportsmen insect repellent iv (aerosol)","Pesticides","insect repellent - skin",NA,NA,"active ingredient","other-environmental",NA,"products for repelling insects from skin",4
"DTXSID2021995","usgs_groundwater","deep woods off! for sportsmen insect repellent iv (aerosol)","Pesticides","insect repellent - skin",NA,NA,"active ingredient","surface water",NA,"products for repelling insects from skin",18
"DTXSID2021995","usgs_groundwater","deep woods off! for sportsmen insect repellent iv (aerosol)","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","drinking water",NA,"products for repelling insects from skin",14
"DTXSID2021995","usgs_groundwater","deep woods off! for sportsmen insect repellent iv (aerosol)","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","groundwater",NA,"products for repelling insects from skin",88
"DTXSID2021995","usgs_groundwater","deep woods off! for sportsmen insect repellent iv (aerosol)","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","landfill leachate",NA,"products for repelling insects from skin",19
"DTXSID2021995","usgs_groundwater","deep woods off! for sportsmen insect repellent iv (aerosol)","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","other-environmental",NA,"products for repelling insects from skin",4
"DTXSID2021995","usgs_groundwater","deep woods off! for sportsmen insect repellent iv (aerosol)","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","surface water",NA,"products for repelling insects from skin",18
"DTXSID2021995","usgs_groundwater","deep woods off! insect repellent ii_ pc:11840-15",NA,NA,NA,NA,"active ingredient","drinking water",NA,NA,14
"DTXSID2021995","usgs_groundwater","deep woods off! insect repellent ii_ pc:11840-15",NA,NA,NA,NA,"active ingredient","groundwater",NA,NA,88
"DTXSID2021995","usgs_groundwater","deep woods off! insect repellent ii_ pc:11840-15",NA,NA,NA,NA,"active ingredient","landfill leachate",NA,NA,19
"DTXSID2021995","usgs_groundwater","deep woods off! insect repellent ii_ pc:11840-15",NA,NA,NA,NA,"active ingredient","other-environmental",NA,NA,4
"DTXSID2021995","usgs_groundwater","deep woods off! insect repellent ii_ pc:11840-15",NA,NA,NA,NA,"active ingredient","surface water",NA,NA,18
"DTXSID2021995","usgs_groundwater","deep woods off! insect repellent ii_ pc:11840-15",NA,NA,NA,NA,"SKINPROTECTING","drinking water",NA,NA,14
"DTXSID2021995","usgs_groundwater","deep woods off! insect repellent ii_ pc:11840-15",NA,NA,NA,NA,"SKINPROTECTING","groundwater",NA,NA,88
"DTXSID2021995","usgs_groundwater","deep woods off! insect repellent ii_ pc:11840-15",NA,NA,NA,NA,"SKINPROTECTING","landfill leachate",NA,NA,19
"DTXSID2021995","usgs_groundwater","deep woods off! insect repellent ii_ pc:11840-15",NA,NA,NA,NA,"SKINPROTECTING","other-environmental",NA,NA,4
"DTXSID2021995","usgs_groundwater","deep woods off! insect repellent ii_ pc:11840-15",NA,NA,NA,NA,"SKINPROTECTING","surface water",NA,NA,18
"DTXSID2021995","usgs_groundwater","deep woods off! insect repellent v","Pesticides","insect repellent - skin",NA,NA,"active ingredient","drinking water",NA,"products for repelling insects from skin",28
"DTXSID2021995","usgs_groundwater","deep woods off! insect repellent v","Pesticides","insect repellent - skin",NA,NA,"active ingredient","groundwater",NA,"products for repelling insects from skin",176
"DTXSID2021995","usgs_groundwater","deep woods off! insect repellent v","Pesticides","insect repellent - skin",NA,NA,"active ingredient","landfill leachate",NA,"products for repelling insects from skin",38
"DTXSID2021995","usgs_groundwater","deep woods off! insect repellent v","Pesticides","insect repellent - skin",NA,NA,"active ingredient","other-environmental",NA,"products for repelling insects from skin",8
"DTXSID2021995","usgs_groundwater","deep woods off! insect repellent v","Pesticides","insect repellent - skin",NA,NA,"active ingredient","surface water",NA,"products for repelling insects from skin",36
"DTXSID2021995","usgs_groundwater","deep woods off! insect repellent v","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","drinking water",NA,"products for repelling insects from skin",28
"DTXSID2021995","usgs_groundwater","deep woods off! insect repellent v","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","groundwater",NA,"products for repelling insects from skin",176
"DTXSID2021995","usgs_groundwater","deep woods off! insect repellent v","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","landfill leachate",NA,"products for repelling insects from skin",38
"DTXSID2021995","usgs_groundwater","deep woods off! insect repellent v","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","other-environmental",NA,"products for repelling insects from skin",8
"DTXSID2021995","usgs_groundwater","deep woods off! insect repellent v","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","surface water",NA,"products for repelling insects from skin",36
"DTXSID2021995","usgs_groundwater","deep woods off!aerosol_code:11840-013",NA,NA,NA,NA,"active ingredient","drinking water",NA,NA,14
"DTXSID2021995","usgs_groundwater","deep woods off!aerosol_code:11840-013",NA,NA,NA,NA,"active ingredient","groundwater",NA,NA,88
"DTXSID2021995","usgs_groundwater","deep woods off!aerosol_code:11840-013",NA,NA,NA,NA,"active ingredient","landfill leachate",NA,NA,19
"DTXSID2021995","usgs_groundwater","deep woods off!aerosol_code:11840-013",NA,NA,NA,NA,"active ingredient","other-environmental",NA,NA,4
"DTXSID2021995","usgs_groundwater","deep woods off!aerosol_code:11840-013",NA,NA,NA,NA,"active ingredient","surface water",NA,NA,18
"DTXSID2021995","usgs_groundwater","deep woods off!aerosol_code:11840-013",NA,NA,NA,NA,"SKINPROTECTING","drinking water",NA,NA,14
"DTXSID2021995","usgs_groundwater","deep woods off!aerosol_code:11840-013",NA,NA,NA,NA,"SKINPROTECTING","groundwater",NA,NA,88
"DTXSID2021995","usgs_groundwater","deep woods off!aerosol_code:11840-013",NA,NA,NA,NA,"SKINPROTECTING","landfill leachate",NA,NA,19
"DTXSID2021995","usgs_groundwater","deep woods off!aerosol_code:11840-013",NA,NA,NA,NA,"SKINPROTECTING","other-environmental",NA,NA,4
"DTXSID2021995","usgs_groundwater","deep woods off!aerosol_code:11840-013",NA,NA,NA,NA,"SKINPROTECTING","surface water",NA,NA,18
"DTXSID2021995","usgs_groundwater","deep woods off!for sportsmen insect repellent iii",NA,NA,NA,NA,"active ingredient","drinking water",NA,NA,14
"DTXSID2021995","usgs_groundwater","deep woods off!for sportsmen insect repellent iii",NA,NA,NA,NA,"active ingredient","groundwater",NA,NA,88
"DTXSID2021995","usgs_groundwater","deep woods off!for sportsmen insect repellent iii",NA,NA,NA,NA,"active ingredient","landfill leachate",NA,NA,19
"DTXSID2021995","usgs_groundwater","deep woods off!for sportsmen insect repellent iii",NA,NA,NA,NA,"active ingredient","other-environmental",NA,NA,4
"DTXSID2021995","usgs_groundwater","deep woods off!for sportsmen insect repellent iii",NA,NA,NA,NA,"active ingredient","surface water",NA,NA,18
"DTXSID2021995","usgs_groundwater","deep woods off!for sportsmen insect repellent iii",NA,NA,NA,NA,"SKINPROTECTING","drinking water",NA,NA,14
"DTXSID2021995","usgs_groundwater","deep woods off!for sportsmen insect repellent iii",NA,NA,NA,NA,"SKINPROTECTING","groundwater",NA,NA,88
"DTXSID2021995","usgs_groundwater","deep woods off!for sportsmen insect repellent iii",NA,NA,NA,NA,"SKINPROTECTING","landfill leachate",NA,NA,19
"DTXSID2021995","usgs_groundwater","deep woods off!for sportsmen insect repellent iii",NA,NA,NA,NA,"SKINPROTECTING","other-environmental",NA,NA,4
"DTXSID2021995","usgs_groundwater","deep woods off!for sportsmen insect repellent iii",NA,NA,NA,NA,"SKINPROTECTING","surface water",NA,NA,18
"DTXSID2021995","usgs_groundwater","deep woods off!for sportsmen insect repellent vii",NA,NA,NA,NA,"active ingredient","drinking water",NA,NA,14
"DTXSID2021995","usgs_groundwater","deep woods off!for sportsmen insect repellent vii",NA,NA,NA,NA,"active ingredient","groundwater",NA,NA,88
"DTXSID2021995","usgs_groundwater","deep woods off!for sportsmen insect repellent vii",NA,NA,NA,NA,"active ingredient","landfill leachate",NA,NA,19
"DTXSID2021995","usgs_groundwater","deep woods off!for sportsmen insect repellent vii",NA,NA,NA,NA,"active ingredient","other-environmental",NA,NA,4
"DTXSID2021995","usgs_groundwater","deep woods off!for sportsmen insect repellent vii",NA,NA,NA,NA,"active ingredient","surface water",NA,NA,18
"DTXSID2021995","usgs_groundwater","deep woods off!for sportsmen insect repellent vii",NA,NA,NA,NA,"SKINPROTECTING","drinking water",NA,NA,14
"DTXSID2021995","usgs_groundwater","deep woods off!for sportsmen insect repellent vii",NA,NA,NA,NA,"SKINPROTECTING","groundwater",NA,NA,88
"DTXSID2021995","usgs_groundwater","deep woods off!for sportsmen insect repellent vii",NA,NA,NA,NA,"SKINPROTECTING","landfill leachate",NA,NA,19
"DTXSID2021995","usgs_groundwater","deep woods off!for sportsmen insect repellent vii",NA,NA,NA,NA,"SKINPROTECTING","other-environmental",NA,NA,4
"DTXSID2021995","usgs_groundwater","deep woods off!for sportsmen insect repellent vii",NA,NA,NA,NA,"SKINPROTECTING","surface water",NA,NA,18
"DTXSID2021995","usgs_groundwater","deet",NA,NA,NA,NA,"active ingredient","drinking water",NA,NA,28
"DTXSID2021995","usgs_groundwater","deet",NA,NA,NA,NA,"active ingredient","groundwater",NA,NA,176
"DTXSID2021995","usgs_groundwater","deet",NA,NA,NA,NA,"active ingredient","landfill leachate",NA,NA,38
"DTXSID2021995","usgs_groundwater","deet",NA,NA,NA,NA,"active ingredient","other-environmental",NA,NA,8
"DTXSID2021995","usgs_groundwater","deet",NA,NA,NA,NA,"active ingredient","surface water",NA,NA,36
"DTXSID2021995","usgs_groundwater","deet",NA,NA,NA,NA,"SKINPROTECTING","drinking water",NA,NA,28
"DTXSID2021995","usgs_groundwater","deet",NA,NA,NA,NA,"SKINPROTECTING","groundwater",NA,NA,176
"DTXSID2021995","usgs_groundwater","deet",NA,NA,NA,NA,"SKINPROTECTING","landfill leachate",NA,NA,38
"DTXSID2021995","usgs_groundwater","deet",NA,NA,NA,NA,"SKINPROTECTING","other-environmental",NA,NA,8
"DTXSID2021995","usgs_groundwater","deet",NA,NA,NA,NA,"SKINPROTECTING","surface water",NA,NA,36
"DTXSID2021995","usgs_groundwater","deet (insect repellant)",NA,NA,NA,NA,"active ingredient","drinking water",NA,NA,14
"DTXSID2021995","usgs_groundwater","deet (insect repellant)",NA,NA,NA,NA,"active ingredient","groundwater",NA,NA,88
"DTXSID2021995","usgs_groundwater","deet (insect repellant)",NA,NA,NA,NA,"active ingredient","landfill leachate",NA,NA,19
"DTXSID2021995","usgs_groundwater","deet (insect repellant)",NA,NA,NA,NA,"active ingredient","other-environmental",NA,NA,4
"DTXSID2021995","usgs_groundwater","deet (insect repellant)",NA,NA,NA,NA,"active ingredient","surface water",NA,NA,18
"DTXSID2021995","usgs_groundwater","deet (insect repellant)",NA,NA,NA,NA,"SKINPROTECTING","drinking water",NA,NA,14
"DTXSID2021995","usgs_groundwater","deet (insect repellant)",NA,NA,NA,NA,"SKINPROTECTING","groundwater",NA,NA,88
"DTXSID2021995","usgs_groundwater","deet (insect repellant)",NA,NA,NA,NA,"SKINPROTECTING","landfill leachate",NA,NA,19
"DTXSID2021995","usgs_groundwater","deet (insect repellant)",NA,NA,NA,NA,"SKINPROTECTING","other-environmental",NA,NA,4
"DTXSID2021995","usgs_groundwater","deet (insect repellant)",NA,NA,NA,NA,"SKINPROTECTING","surface water",NA,NA,18
"DTXSID2021995","usgs_groundwater","diethyl toluamide_ deet",NA,NA,NA,NA,"active ingredient","drinking water",NA,NA,14
"DTXSID2021995","usgs_groundwater","diethyl toluamide_ deet",NA,NA,NA,NA,"active ingredient","groundwater",NA,NA,88
"DTXSID2021995","usgs_groundwater","diethyl toluamide_ deet",NA,NA,NA,NA,"active ingredient","landfill leachate",NA,NA,19
"DTXSID2021995","usgs_groundwater","diethyl toluamide_ deet",NA,NA,NA,NA,"active ingredient","other-environmental",NA,NA,4
"DTXSID2021995","usgs_groundwater","diethyl toluamide_ deet",NA,NA,NA,NA,"active ingredient","surface water",NA,NA,18
